"id","title","party","author","timestamp","term","count","comment"
"1","","","","2015-04-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-04-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-05-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-05-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-05-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-05-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-06-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-06-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-06-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-06-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-06-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-06-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-06-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-06-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-04-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-04-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-04-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-04-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-04-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-05-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-05-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-05-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-05-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-06-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-06-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-07-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-07-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-08-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-08-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-08-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-08-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-09-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-09-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-09-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-09-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-09-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-09-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-09-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-09-17T00:00:00.000Z","KVG","1",""
"1","","","","2015-07-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-07-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-07-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-07-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-07-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-08-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-08-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-08-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-08-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-09-17T00:00:00.000Z","Sozial","1",""
"1","","","","2015-09-17T00:00:00.000Z","Sozial","1",""
